2023-09-03 09:25:02.9438|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: |Microsoft.Extensions.Hosting.Internal.ConsoleLifetime.OnApplicationStarted
2023-09-03 09:26:21.3946|0|INFO|ToDoList.Service.Implementations.TaskService|Request for update a task - ToDoList 25.08 |url: https://localhost/Task/Update|action: Update|ToDoList.Service.Implementations.TaskService.Update
2023-09-03 09:26:21.3946|0|INFO|ToDoList.Service.Implementations.TaskService|Task updated: ToDoList 25.08 03.09.2023 9:26:21 |url: https://localhost/Task/Update|action: Update|ToDoList.Service.Implementations.TaskService.Update
2023-09-03 09:26:21.4099|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:26:21.4099|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:26:21 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:26:22.4883|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:26:22.4883|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:26:22 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:26:46.7383|0|INFO|ToDoList.Service.Implementations.TaskService|Request for end a task - Buy lox |url: https://localhost/Task/EndTask/30010|action: EndTask|ToDoList.Service.Implementations.TaskService.EndTask
2023-09-03 09:26:46.7383|0|INFO|ToDoList.Service.Implementations.TaskService|End task: Buy lox 30.08.2023 14:40:00 |url: https://localhost/Task/EndTask/30010|action: EndTask|ToDoList.Service.Implementations.TaskService.EndTask
2023-09-03 09:26:46.7582|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:26:46.7582|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:26:46 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:26:53.7706|0|INFO|ToDoList.Service.Implementations.TaskService|Request for delete a task - Buy lox |url: https://localhost/Task/Delete/50017|action: Delete|ToDoList.Service.Implementations.TaskService.Delete
2023-09-03 09:26:53.8015|0|INFO|ToDoList.Service.Implementations.TaskService|Task deleted: Buy lox 30.08.2023 14:33:21 |url: https://localhost/Task/Delete/50017|action: Delete|ToDoList.Service.Implementations.TaskService.Delete
2023-09-03 09:26:53.8015|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:26:53.8164|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:26:53 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:31:02.7436|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:31:02.7436|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:31:02 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:31:13.1163|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:31:13.1163|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:31:13 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:31:29.0240|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:31:29.0240|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:31:29 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:31:36.2845|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:31:36.2845|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:31:36 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:31:50.0531|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:31:50.0531|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:31:50 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:31:52.8786|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:31:52.8786|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:31:52 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:31:54.2132|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:31:54.2229|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:31:54 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:32:34.3810|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:32:34.3810|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:32:34 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:32:38.5976|0|INFO|ToDoList.Service.Implementations.TaskService|Request for get all tasks |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:32:38.5976|0|INFO|ToDoList.Service.Implementations.TaskService|Get tasks: 03.09.2023 9:32:38 |url: https://localhost/|action: TaskForm|ToDoList.Service.Implementations.TaskService.GetAll
2023-09-03 09:33:00.6522|0|INFO|Microsoft.Hosting.Lifetime|Application is shutting down... |url: |action: |Microsoft.Extensions.Hosting.Internal.ApplicationLifetime.StopApplication
